text,Marks,topic,Year,Question_ID,section,marks,subject,
What is TSS? How can you determine TSS of wastewater?,20,,2024,7860,A,2,Industrial Waste Management,
Discuss international environmental standards. What is environmental technology assessment?,5,,2024,7861,B,5,Industrial Waste Management,
Discuss and draw waste treatment flow sheets for tannery industries? What do you understand by waste reclamation?,5,,2024,7862,B,5,Industrial Waste Management,
How BOD and COD differs in domestic sewage and industrial wastewater? What are various technologies to reduce BOD and COD up to permissible level required for their disposal in rivers and lakes?,5,,2024,7863,B,5,Industrial Waste Management,
"What is waste audit? Why it is necessary and discuss in detail what is the principle behind reduce, recycle and reuse of wastes?",5,,2024,7864,B,5,Industrial Waste Management,
What are different steps involved in handling and disposal of solid wastes? What are the best methods for their safe and eco-friendly disposal?,5,,2024,7865,B,5,Industrial Waste Management,
What are various methods for prevention of pollution in industries? What are regulations for clean environment and how it is implemented?,5,,2024,7866,C,10,Industrial Waste Management,
What are different technologies for removal of suspended and dissolved organic and inorganic solids from industrial and municipal wastes?,5,,2024,7867,C,10,Industrial Waste Management,
How rapid composting is achieved? What are activators that are used in rapid composting? What kind of waste can be composted through vermicomposting?,5,,2024,7868,C,10,Industrial Waste Management,
What are the advantages of animal tissue culture over use of animals?,20,,2024,7869,A,2,Animal Cell Culture and Biotechnology,
How to maintain the sterility of the ATC lab?,20,,2024,7870,A,2,Animal Cell Culture and Biotechnology,
Name two rich media used in the ATC lab.,20,,2024,7871,A,2,Animal Cell Culture and Biotechnology,
"Define the terms cell line, organ culture, suspension culture, and monolayer culture.",20,,2024,7872,A,2,Animal Cell Culture and Biotechnology,
What do you understand by synchronization of the cells in culture?,20,,2024,7873,A,2,Animal Cell Culture and Biotechnology,
What is cross contamination?,20,,2024,7874,A,2,Animal Cell Culture and Biotechnology,
What are knockout mice?,20,,2024,7875,A,2,Animal Cell Culture and Biotechnology,
What are roller bottles?,20,,2024,7876,A,2,Animal Cell Culture and Biotechnology,
What is mycoplasma eradication?,20,,2024,7877,A,2,Animal Cell Culture and Biotechnology,
What are adhesion factors in serum?,20,,2024,7878,A,2,Animal Cell Culture and Biotechnology,
Describe the changes which arise in a cell after differentiation. How they differ from dedifferentiation and redifferentiation? Describe with example.,5,,2024,7879,B,5,Animal Cell Culture and Biotechnology,
Which type of treatment of the substratum can enhance the growth in the culture?,5,,2024,7880,B,5,Animal Cell Culture and Biotechnology,
Which factors inhibit the growth of cells?,5,,2024,7881,B,5,Animal Cell Culture and Biotechnology,
Explain the types of microbial contamination in the cultures.,5,,2024,7882,B,5,Animal Cell Culture and Biotechnology,
Comment on the term 'Animals as Bioreactors'.,5,,2024,7883,B,5,Animal Cell Culture and Biotechnology,
What are the advantages and disadvantages of the serum in culture? How to select the serum for use?,5,,2024,7884,C,10,Animal Cell Culture and Biotechnology,
Give the methods of raising transgenic animals.,5,,2024,7885,C,10,Animal Cell Culture and Biotechnology,
Write down the methods of scaling up of suspension cultures.,5,,2024,7886,C,10,Animal Cell Culture and Biotechnology,
What is transformation efficiency?,20,,2024,7887,A,2,Genomics and Biotechnology,
Describe the method of sample preparation for Western blotting.,20,,2024,7888,A,2,Genomics and Biotechnology,
Mention any six applications of genomic libraries.,20,,2024,7889,A,2,Genomics and Biotechnology,
What are Phagemids?,20,,2024,7890,A,2,Genomics and Biotechnology,
How do kinases regulate signalling via transmembrane receptors?,20,,2024,7891,A,2,Genomics and Biotechnology,
What is chemiluminescence and its utility?,20,,2024,7892,A,2,Genomics and Biotechnology,
What is Piezoelectric Printing?,20,,2024,7893,A,2,Genomics and Biotechnology,
Indicate the mechanism of action of DNA ligases.,20,,2024,7894,A,2,Genomics and Biotechnology,
Briefly describe any five applications of DNA microarray technique.,5,,2024,7895,B,5,Genomics and Biotechnology,
What are gene-specific probes? Describe their salient features and applications.,5,,2024,7896,B,5,Genomics and Biotechnology,
Mention the salient features of class-I restriction endonucleases (RE). Name any five RE belonging to class-I.,5,,2024,7897,B,5,Genomics and Biotechnology,
Compare the salient features of BACs and YACs as cloning vehicles.,5,,2024,7898,B,5,Genomics and Biotechnology,
How does PCR differ from conventional PCR? Describe the TaqMan PCR.,5,,2024,7899,B,5,Genomics and Biotechnology,
What is qPCR and the chemistry in qPCR?,5,,2024,7900,B,5,Genomics and Biotechnology,
"What are the clinical applications, advantages, and disadvantages of next-generation sequencing (NGS) technologies?",5,,2024,7901,C,10,Genomics and Biotechnology,
Describe the applications of site-directed mutagenesis.,5,,2024,7902,C,10,Genomics and Biotechnology,
"With well-labeled diagrams, explain the mechanism of genome editing in human health.",5,,2024,7903,C,10,Genomics and Biotechnology,
What is the importance of PSD in MALTI-TOF?,20,,2024,7904,A,2,Bioanalytical Techniques,
What is the basis of differential centrifugation?,20,,2024,7905,A,2,Bioanalytical Techniques,
What is epifluorescence microscopy?,20,,2024,7906,A,2,Bioanalytical Techniques,
What is the criteria for selection of appropriate chromatographic procedure for separation of compounds?,20,,2024,7907,A,2,Bioanalytical Techniques,
What are the advantages and disadvantages of scintillation counting?,20,,2024,7908,A,2,Bioanalytical Techniques,
State Beer-Lambert's Law.,20,,2024,7909,A,2,Bioanalytical Techniques,
Differentiate between zonal development and affinity development.,20,,2024,7910,A,2,Bioanalytical Techniques,
How are metalloproteins studied using JESIK spectroscopy?,20,,2024,7911,A,2,Bioanalytical Techniques,
What are the interactions of EM radiation with different parts of matter?,20,,2024,7912,A,2,Bioanalytical Techniques,
What is the effect of electrophoresis on proteins?,20,,2024,7913,A,2,Bioanalytical Techniques,
How are proteins detected and recognized in electrophoretic gels?,20,,2024,7914,A,2,Bioanalytical Techniques,
Explain the different methods of ionization in mass spectrometry.,5,,2024,7915,B,5,Bioanalytical Techniques,
Differentiate between SEM and TEM.,5,,2024,7916,B,5,Bioanalytical Techniques,
What are the differences between 2D gel electrophoresis and capillary electrophoresis?,5,,2024,7917,B,5,Bioanalytical Techniques,
Explain the technique of preparative and analytical ultracentrifugation.,5,,2024,7918,B,5,Bioanalytical Techniques,
Describe the methods of detection and quantification of radioactivity.,5,,2024,7919,B,5,Bioanalytical Techniques,
Explain the principle of resonance in infrared and NMR spectroscopy.,5,,2024,7920,C,10,Bioanalytical Techniques,
Differentiate between column chromatography and multi-dimensional chromatography.,5,,2024,7921,C,10,Bioanalytical Techniques,
Explain the principle of separation in column chromatography and the different types of detectors for LC and GC.,5,,2024,7922,C,10,Bioanalytical Techniques,
Explain X-Ray Crystallography and its types and applications.,5,,2024,7923,C,10,Bioanalytical Techniques,
"Explain spectrophotometry, its principle and applications in detecting compounds.",5,,2024,7924,C,10,Bioanalytical Techniques,
What are the challenges during the scale-up process from lab or pilot scale?,20,,2024,7925,A,2,Fundamentals of Biochemical Engineering,
"Define doubling time, balanced growth, growth rate limiting substrate and auxotrophic growth?",20,,2024,7926,A,2,Fundamentals of Biochemical Engineering,
Write the generalized mass balance equations used in Bioprocess engineering. Also explain each term used in the above balance equation.,20,,2024,7927,A,2,Fundamentals of Biochemical Engineering,
Define Del factor and decimal reduction time?,20,,2024,7928,A,2,Fundamentals of Biochemical Engineering,
Differentiate between Steady state and non-steady state conditions?,20,,2024,7929,A,2,Fundamentals of Biochemical Engineering,
Define Sterilization? Differentiate between absolute filter and depth filter?,20,,2024,7930,A,2,Fundamentals of Biochemical Engineering,
How does a centrifugal pump work?,20,,2024,7931,A,2,Fundamentals of Biochemical Engineering,
"Give the relationship between the Del factor, temperature, and time?",20,,2024,7932,A,2,Fundamentals of Biochemical Engineering,
What are the parameters (any four) used as indicators of inoculum quality?,20,,2024,7933,A,2,Fundamentals of Biochemical Engineering,
Explain the Crabtree effect?,20,,2024,7934,A,2,Fundamentals of Biochemical Engineering,
Explain the different phases of batch growth curve. Derive the expression for doubling time?,5,,2024,7935,B,5,Fundamentals of Biochemical Engineering,
What is the essential criterion that must be satisfied by the culture used to inoculate fermentation? Write down any general method for the development of inoculum.,5,,2024,7936,B,5,Fundamentals of Biochemical Engineering,
"How much water is required to dilute a sugar mixture containing 2% invert sugars, using corn-steep liquor and beet molasses?",5,,2024,7937,B,5,Fundamentals of Biochemical Engineering,
"With the help of a diagram, explain the steps for the transfer of oxygen from gas bubbles to cells?",5,,2024,7938,B,5,Fundamentals of Biochemical Engineering,
What are the basic elements of control loop for controlling the process parameter? Differentiate between Manual control and Automatic control?,5,,2024,7939,B,5,Fundamentals of Biochemical Engineering,
What is molecular diffusion? Derive the expression for gas-liquid mass transfer. Also write down the methods for measurement of Kya value.,5,,2024,7940,C,10,Fundamentals of Biochemical Engineering,
What is the function of aeration and agitation in bioreactors and how can it be done? Explain the working of a Trickling bed bioreactor with a diagram?,5,,2024,7941,C,10,Fundamentals of Biochemical Engineering,
Discuss the difficulties in the scale-up process. Decimal reduction time at 121°C and the death kinetics following first-order.,5,,2024,7942,C,10,Fundamentals of Biochemical Engineering,
"Briefly explain the following terms: In-line, on-line, and off-line sensors.",5,,2024,7943,C,10,Fundamentals of Biochemical Engineering,
Write a brief note on Batch sterilization and continuous sterilization.,5,,2024,7944,C,10,Fundamentals of Biochemical Engineering,
What is chemical cell lysis?,20,,2024,7945,A,2,Downstream Processing,
Differentiate between coagulation and flocculation.,20,,2024,7946,A,2,Downstream Processing,
A way to calculate the dimension of non-spherical biological species.,20,,2024,7947,A,2,Downstream Processing,
What do you understand by the term ‘purification factory’?,20,,2024,7948,A,2,Downstream Processing,
Define Langmuir isotherm adsorption model.,20,,2024,7949,A,2,Downstream Processing,
Define ‘terminal velocity’ in centrifugations.,20,,2024,7950,A,2,Downstream Processing,
Pressure is the driving force for microfiltration but not for dialysis. Explain.,20,,2024,7951,A,2,Downstream Processing,
Write a brief note on recombinant insulin.,20,,2024,7952,A,2,Downstream Processing,
What is the role of ‘stationary’ and ‘mobile’ phases in chromatographic techniques?,20,,2024,7953,A,2,Downstream Processing,
Describe the purification of lactic acid.,5,,2024,7954,B,5,Downstream Processing,
Discuss the role and importance of downstream processing in bioprocess technology. Compare bioseparation process with conventional chemical process.,5,,2024,7955,B,5,Downstream Processing,
Explain the electrical double layer model in flocculation. Give an example of neutral polymeric flocculants.,5,,2024,7956,B,5,Downstream Processing,
"The disc type centrifuge is available for the separation of solids. Given that it has 100 discs with an angle of 4° and operates at 6,000 rpm, estimate the volumetric capacity.",5,,2024,7957,B,5,Downstream Processing,
"Write short notes on: a) Two-phase extraction, b) Crystallization.",5,,2024,7958,B,5,Downstream Processing,
Describe the protein purification steps and application of electrophoresis.,5,,2024,7959,C,10,Downstream Processing,
Describe the importance and applications of size exclusion chromatography.,5,,2024,7960,C,10,Downstream Processing,
Write a complete note on working of ion exchange chromatography.,5,,2024,7961,C,10,Downstream Processing,
"Comment on the following (also provide the necessary sketch): (a) Salting-in, salting-out phenomenon for protein purification. (b) Isoelectric focusing.",5,,2024,7962,C,10,Downstream Processing,
Write a short note on Xenobiotics.,20,,2024,7963,A,2,Environmental Biotechnology,
Write a short note on RBC.,20,,2024,7964,A,2,Environmental Biotechnology,
Write a short note on Methanogens.,20,,2024,7965,A,2,Environmental Biotechnology,
Write a short note on Surfactants.,20,,2024,7966,A,2,Environmental Biotechnology,
Write a short note on Recalcitrant.,20,,2024,7967,A,2,Environmental Biotechnology,
Write a short note on COD.,20,,2024,7968,A,2,Environmental Biotechnology,
Write a short note on Biodiesel.,20,,2024,7969,A,2,Environmental Biotechnology,
Write a short note on Incineration.,20,,2024,7970,A,2,Environmental Biotechnology,
Write a short note on Biopesticides.,20,,2024,7971,A,2,Environmental Biotechnology,
Write a short note on Biogas.,20,,2024,7972,A,2,Environmental Biotechnology,
Describe the various strategies used for solid waste management.,5,,2024,7973,B,5,Environmental Biotechnology,
Briefly describe the microbial degradation of halogenated compounds.,5,,2024,7974,B,5,Environmental Biotechnology,
How mycorrhizae are helpful in reforestation?,5,,2024,7975,B,5,Environmental Biotechnology,
What safeguards and strategies are suggested for release of genetically engineered microorganisms?,5,,2024,7976,B,5,Environmental Biotechnology,
Describe oxidation ponds.,5,,2024,7977,B,5,Environmental Biotechnology,
Define Biopesticides; explain the mechanism of action of bacterial pesticides.,5,,2024,7978,C,10,Environmental Biotechnology,
Define bioremediation. Explain the role of Environmental modifications and Microbial seeding for onsite bioremediation.,5,,2024,7979,C,10,Environmental Biotechnology,
Explain different methods adopted for conservation of the biodiversity.,5,,2024,7980,C,10,Environmental Biotechnology,
Explain the following terms briefly: Recombinant protein.,20,,2024,7981,A,2,Downstream Processing,
Explain the following terms briefly: Adsorption.,20,,2024,7982,A,2,Downstream Processing,
Explain the following terms briefly: Sonication.,20,,2024,7983,A,2,Downstream Processing,
Explain the following terms briefly: French press.,20,,2024,7984,A,2,Downstream Processing,
Explain the following terms briefly: Relative centrifugal field.,20,,2024,7985,A,2,Downstream Processing,
Explain the following terms briefly: Ultrafiltration.,20,,2024,7986,A,2,Downstream Processing,
Explain the following terms briefly: Dialysis.,20,,2024,7987,A,2,Downstream Processing,
Explain the following terms briefly: Detergent.,20,,2024,7988,A,2,Downstream Processing,
Explain the following terms briefly: Affinity chromatography.,20,,2024,7989,A,2,Downstream Processing,
Explain the following terms briefly: Lyophilization.,20,,2024,7990,A,2,Downstream Processing,
What is aqueous two phase extraction? Discuss its principle and applications.,5,,2024,7991,B,5,Downstream Processing,
Explain the guidelines for recombinant protein purification.,5,,2024,7992,B,5,Downstream Processing,
Discuss the principle and applications of salt precipitation techniques.,5,,2024,7993,B,5,Downstream Processing,
What is polyacrylamide gel electrophoresis? Discuss its principle and applications.,5,,2024,7994,B,5,Downstream Processing,
Discuss purification of penicillin.,5,,2024,7995,B,5,Downstream Processing,
What is chromatography? Discuss principle and applications of chromatographic methods used for separation.,5,,2024,7996,C,10,Downstream Processing,
Discuss merits and demerits of various mechanical methods of cell disruption.,5,,2024,7997,C,10,Downstream Processing,
What is sedimentation coefficient? Discuss the principle and applications of different types of centrifugation.,5,,2024,7998,C,10,Downstream Processing,
Explain the following: ATP.,20,,2024,7999,A,2,Biochemistry,
Explain the following: RNA.,20,,2024,8000,A,2,Biochemistry,
Explain the following: Bond.,20,,2024,8001,A,2,Biochemistry,
Explain the following: Oxidative deamination.,20,,2024,8002,A,2,Biochemistry,
Explain the following: Vitamins.,20,,2024,8003,A,2,Biochemistry,
Explain the following: Biodiesel.,20,,2024,8004,A,2,Biochemistry,
Explain the following: Feedback inhibition.,20,,2024,8005,A,2,Biochemistry,
Explain the following: Metabolite.,20,,2024,8006,A,2,Biochemistry,
What are carbohydrates? Discuss their functions.,5,,2024,8007,B,5,Biochemistry,
Discuss the industrial applications of lipids.,5,,2024,8008,B,5,Biochemistry,
Explain the factors affecting enzyme activity.,5,,2024,8009,B,5,Biochemistry,
Draw a flowchart showing the various steps of glycolysis.,5,,2024,8010,B,5,Biochemistry,
What are terpenoids? Discuss their application in food industry.,5,,2024,8011,B,5,Biochemistry,
What are proteins? Discuss the structure and function of proteins.,5,,2024,8012,C,10,Biochemistry,
What are enzymes? Discuss their classification giving examples.,5,,2024,8013,C,10,Biochemistry,
What is fatty acid oxidation? Explain the steps involved in this process.,5,,2024,8014,C,10,Biochemistry,
Explain the following: ATP.,20,,2024,8015,A,2,Biochemistry,
Explain the following: RNA.,20,,2024,8016,A,2,Biochemistry,
Explain the following: Bond.,20,,2024,8017,A,2,Biochemistry,
Explain the following: Oxidative deamination.,20,,2024,8018,A,2,Biochemistry,
Explain the following: Vitamins.,20,,2024,8019,A,2,Biochemistry,
Explain the following: Biodiesel.,20,,2024,8020,A,2,Biochemistry,
Explain the following: Feedback inhibition.,20,,2024,8021,A,2,Biochemistry,
Explain the following: Metabolite.,20,,2024,8022,A,2,Biochemistry,
What are carbohydrates? Discuss their functions.,5,,2024,8023,B,5,Biochemistry,
Discuss the industrial applications of lipids.,5,,2024,8024,B,5,Biochemistry,
Explain the factors affecting enzyme activity.,5,,2024,8025,B,5,Biochemistry,
Draw a flowchart showing the various steps of glycolysis.,5,,2024,8026,B,5,Biochemistry,
What are terpenoids? Discuss their application in food industry.,5,,2024,8027,B,5,Biochemistry,
What are proteins? Discuss the structure and function of proteins.,5,,2024,8028,C,10,Biochemistry,
What are enzymes? Discuss their classification giving examples.,5,,2024,8029,C,10,Biochemistry,
What is fatty acid oxidation? Explain the steps involved in this process.,5,,2024,8030,C,10,Biochemistry,
Why physical foam breakers are preferred over chemical foam breakers?,20,,2024,8031,A,2,Bioprocess Technology,
Difference between Bioprocess and Chemical Process?,20,,2024,8032,A,2,Bioprocess Technology,
Define Bio-fertilizers?,20,,2024,8033,A,2,Bioprocess Technology,
Explain Crabtree effect?,20,,2024,8034,A,2,Bioprocess Technology,
What is the role of leg-hemoglobin in nitrogen fixation?,20,,2024,8035,A,2,Bioprocess Technology,
Write two advantages of Bioprocesses?,20,,2024,8036,A,2,Bioprocess Technology,
What is the inoculum size required to obtain an established culture?,20,,2024,8037,A,2,Bioprocess Technology,
What is the role of Ammonium Sulfate in penicillin production?,20,,2024,8038,A,2,Bioprocess Technology,
Define Primary Metabolites?,20,,2024,8039,A,2,Bioprocess Technology,
Name the micro-organism which is used for the production of BIOPOL?,20,,2024,8040,A,2,Bioprocess Technology,
What are the strategies to modify the terminal pathway?,5,,2024,8041,B,5,Bioprocess Technology,
Explain the mechanism that plays a significant role during filtration of gases for the separation of suspended solids? Why the Fed-Batch mode of operation is used in Citric Acid production?,5,,2024,8042,B,5,Bioprocess Technology,
What are the advantages of Serum free media?,5,,2024,8043,B,5,Bioprocess Technology,
Explain: a) Inertial Impaction b) Interception?,5,,2024,8044,B,5,Bioprocess Technology,
Explain indirect and direct heat exchangers used in continuous sterilization process?,5,,2024,8045,B,5,Bioprocess Technology,
Mention the names of different types of valves? What are safety valves and how it works? What are the mechanisms by which valves usually open and close?,5,,2024,8046,C,10,Bioprocess Technology,
Who discovered penicillin? Explain the detailed procedure and recovery of penicillin. Draw the chemical structure of penicillin?,5,,2024,8047,C,10,Bioprocess Technology,
Explain the process of production of Baker’s yeast and the types of driers used to produce dried yeast? Enlist the types of yeast?,5,,2024,8048,C,10,Bioprocess Technology,
Explain the following terms in five sentences: Pyrimidine,20,,2024,8049,A,2,Biochemistry,
Explain the following terms in five sentences: Covalent bond,20,,2024,8050,A,2,Biochemistry,
Explain the following terms in five sentences: Alpha helix,20,,2024,8051,A,2,Biochemistry,
Explain the following terms in five sentences: Hexokinase,20,,2024,8052,A,2,Biochemistry,
Explain the following terms in five sentences: Ketone bodies,20,,2024,8053,A,2,Biochemistry,
Explain the following terms in five sentences: Essential amino acids,20,,2024,8054,A,2,Biochemistry,
Explain the following terms in five sentences: Mitochondrial cristae,20,,2024,8055,A,2,Biochemistry,
Explain the following terms in five sentences: Chlorophyll,20,,2024,8056,A,2,Biochemistry,
Explain the following terms in five sentences: Nitrification,20,,2024,8057,A,2,Biochemistry,
Explain the following terms in five sentences: Catabolism,20,,2024,8058,A,2,Biochemistry,
Discuss the chemistry and properties of amino acids.,5,,2024,8059,B,5,Biochemistry,
What is beta oxidation? Explain briefly.,5,,2024,8060,B,5,Biochemistry,
What is nitrogen cycle? Discuss briefly.,5,,2024,8061,B,5,Biochemistry,
What is oxidative phosphorylation? Discuss briefly.,5,,2024,8062,B,5,Biochemistry,
Write a short note on photosynthesis.,5,,2024,8063,B,5,Biochemistry,
Discuss glycolysis and its regulation.,5,,2024,8064,C,10,Biochemistry,
Discuss purine biosynthesis and its regulation.,5,,2024,8065,C,10,Biochemistry,
Discuss protein purification methods.,5,,2024,8066,C,10,Biochemistry,
Define enzyme unit (U). What is relationship between enzyme unit and Katal?,20,,2024,8067,A,2,Enzymology and Enzyme Technology,
Enzyme commission divided enzymes into how many main classes? Give their names.,20,,2024,8068,A,2,Enzymology and Enzyme Technology,
What are abzymes?,20,,2024,8069,A,2,Enzymology and Enzyme Technology,
What is significance of Lineweaver-Burk plot?,20,,2024,8070,A,2,Enzymology and Enzyme Technology,
What is activation energy?,20,,2024,8071,A,2,Enzymology and Enzyme Technology,
What are co-factors and co-enzymes?,20,,2024,8072,A,2,Enzymology and Enzyme Technology,
What are prosthetic groups?,20,,2024,8073,A,2,Enzymology and Enzyme Technology,
"When an enzyme that follows Michaelis-Menten kinetics is treated with a noncompetitive inhibitor, what happens to Km and Vmax?",20,,2024,8074,A,2,Enzymology and Enzyme Technology,
What are the methods of enzyme immobilization? Name them.,20,,2024,8075,A,2,Enzymology and Enzyme Technology,
What is the significance of Km and Vmax?,20,,2024,8076,A,2,Enzymology and Enzyme Technology,
Explain the effect of enzyme concentration and substrate concentration using mathematical derivation.,5,,2024,8077,B,5,Enzymology and Enzyme Technology,
What is mode of action of catalytic antibodies?,5,,2024,8078,B,5,Enzymology and Enzyme Technology,
Differentiate between Competitive and Non-Competitive inhibition.,5,,2024,8079,B,5,Enzymology and Enzyme Technology,
Write a short note on enzyme assays and their types.,5,,2024,8080,B,5,Enzymology and Enzyme Technology,
What do you understand by the term extreme thermophile? Give their usefulness and examples.,5,,2024,8081,B,5,Enzymology and Enzyme Technology,
Explain FISCHER ‘LOCK-AND-KEY’ and KOSHLAND ‘INDUCED-FIT’ hypothesis.,5,,2024,8082,C,10,Enzymology and Enzyme Technology,
What are the assumptions of Michaelis-Menten equation? Derive the equation.,5,,2024,8083,C,10,Enzymology and Enzyme Technology,
Explain the working of a stabilized enzyme reactor system.,5,,2024,8084,C,10,Enzymology and Enzyme Technology,
Define flocculation and conditioning of broth?,20,,2024,8085,A,2,Downstream Processing,
Define ultrafiltration? What is its membrane size?,20,,2024,8086,A,2,Downstream Processing,
Define dialysis and electrodialysis?,20,,2024,8087,A,2,Downstream Processing,
What are the zones of crystallization?,20,,2024,8088,A,2,Downstream Processing,
Define the principle of affinity chromatography?,20,,2024,8089,A,2,Downstream Processing,
What are the various factors affecting cell disruption?,20,,2024,8090,A,2,Downstream Processing,
What is Zeta potential? Write formula.,20,,2024,8091,A,2,Downstream Processing,
What is the difference between RPC and HIC?,20,,2024,8092,A,2,Downstream Processing,
What is chromatofocusing?,20,,2024,8093,A,2,Downstream Processing,
How recombinant protein purification takes place?,5,,2024,8094,B,5,Downstream Processing,
What are the different methods of cell disruption?,5,,2024,8095,B,5,Downstream Processing,
Explain the principle and working of SDS-PAGE and isoelectric focusing electrophoresis?,5,,2024,8096,B,5,Downstream Processing,
What are the different mechanisms used in filtration process?,5,,2024,8097,B,5,Downstream Processing,
What are the various applications of aqueous two phase extraction?,5,,2024,8098,B,5,Downstream Processing,
What are the different solid phases used in gel permeation chromatography? Explain the working with diagram?,5,,2024,8099,C,10,Downstream Processing,
Explain in detail about the various types of supercritical fluid extraction with diagram?,5,,2024,8100,C,10,Downstream Processing,
What are the different methods of protein precipitation? Explain in detail how protein precipitation takes place by using these methods?,5,,2024,8101,C,10,Downstream Processing,
What is the difference between affine & gap penalty and constant gap penalty?,20,,2024,8102,A,2,Bioinformatics,
What are the advantages of BLOSUM matrices over PAM matrices?,20,,2024,8103,A,2,Bioinformatics,
How is a function site in DNA molecule predicted?,20,,2024,8104,A,2,Bioinformatics,
How is a function different from an MMDB format for 3D protein structure?,20,,2024,8105,A,2,Bioinformatics,
How is a PDB format different?,20,,2024,8106,A,2,Bioinformatics,
Describe Synteny and COGS.,20,,2024,8107,A,2,Bioinformatics,
What are the limitations of Bioinformatics?,20,,2024,8108,A,2,Bioinformatics,
Describe the Significance of database similarity Searching.,20,,2024,8109,A,2,Bioinformatics,
Distinguish between UPGMA and NJ method.,20,,2024,8110,A,2,Bioinformatics,
How is DBMS classified? Describe GENBANK sequence format.,5,,2024,8111,B,5,Bioinformatics,
Discuss the Dot Matrix and Dynamic Programming methods for local and global alignment.,5,,2024,8112,B,5,Bioinformatics,
Give an account of the heuristic algorithms used for multiple sequence alignment.,5,,2024,8113,B,5,Bioinformatics,
"PSSMs, Profiles, and HMMs are statistical models that represent the consensus of a sequence family. Explain.",5,,2024,8114,B,5,Bioinformatics,
Describe the detailed procedure of molecular phylogenetic tree construction including phylogenetic tree evaluation methods.,5,,2024,8115,B,5,Bioinformatics,
Describe the predictive methods for genome annotation and determination of SNPs.,5,,2024,8116,C,10,Bioinformatics,
Discuss the methods for prokaryotic and eukaryotic gene prediction.,5,,2024,8117,C,10,Bioinformatics,
Describe the protein visualization tools used in Bioinformatics.,5,,2024,8118,C,10,Bioinformatics,
Enlist the various algorithms and softwares used for protein secondary structure prediction.,5,,2024,8119,C,10,Bioinformatics,
Describe the major computational approaches for three-dimensional prediction of proteins.,5,,2024,8120,C,10,Bioinformatics,
What are the salient features for ideal gene specific probes?,20,,2024,8121,A,2,Genetic Engineering,
What are the main techniques for expression of eukaryotic recombinant proteins and why?,20,,2024,8122,A,2,Genetic Engineering,
Discuss the genetic defects due to DNA ligase IV deficiency in humans.,20,,2024,8123,A,2,Genetic Engineering,
What is the difference between cell free and cell based cloning?,20,,2024,8124,A,2,Genetic Engineering,
Mention the major milestones in genetic engineering technology in last 60 years.,20,,2024,8125,A,2,Genetic Engineering,
Year-wise mention and briefly describe the salient features of exonucleases.,20,,2024,8126,A,2,Genetic Engineering,
Mention any two strategies for the isolation of a gene.,20,,2024,8127,A,2,Genetic Engineering,
What is site-directed mutagenesis and what are its applications?,20,,2024,8128,A,2,Genetic Engineering,
Write a note on heterologous expression and its utility.,20,,2024,8129,A,2,Genetic Engineering,
What is the restriction modification system?,20,,2024,8130,A,2,Genetic Engineering,
What is the three hybrid system? What is its utility?,5,,2024,8131,B,5,Genetic Engineering,
What are cDNA libraries? How are they generated and what are their applications?,5,,2024,8132,B,5,Genetic Engineering,
Explain the method of Northern blotting. What are the major applications of Northern blotting?,5,,2024,8133,B,5,Genetic Engineering,
"What are Kinases? With well labeled diagram, indicate their role in cell cycle progression.",5,,2024,8134,B,5,Genetic Engineering,
"With well labeled diagram, describe the method of gene editing by CRISPR/Cas9.",5,,2024,8135,B,5,Genetic Engineering,
"In a tabular form, compare the salient features of the following: i) Phagemids ii) BACs iii) YACs.",5,,2024,8136,C,10,Genetic Engineering,
Write a note on different transformation methods.,5,,2024,8137,C,10,Genetic Engineering,
"What is next generation sequencing (NGS)? Mention all the steps for pyrosequencing by NGS. Also, write a note on pyrosequencing chemistry.",5,,2024,8138,C,10,Genetic Engineering,
What is the principle underlying nucleic acids microarray analysis? Write notes on the following: i) Expression microarrays ii) SNPs arrays iii) DNA methylation arrays iv) Protein microarray.,5,,2024,8139,C,10,Genetic Engineering,
What is gene manipulation?,20,,2024,8140,A,2,Genetic Engineering,
Explain gel electrophoresis of nucleic acids.,20,,2024,8141,A,2,Genetic Engineering,
What is a restriction map? How is it constructed?,20,,2024,8142,A,2,Genetic Engineering,
What is in-vitro transcription?,20,,2024,8143,A,2,Genetic Engineering,
Differentiate between random and site-directed mutagenesis.,20,,2024,8144,A,2,Genetic Engineering,
Enlist different vectors used for molecular cloning.,20,,2024,8145,A,2,Genetic Engineering,
How do restriction enzymes perform their function?,20,,2024,8146,A,2,Genetic Engineering,
Differentiate between genomic and cDNA libraries.,20,,2024,8147,A,2,Genetic Engineering,
What is gene specific probe? How is it made?,20,,2024,8148,A,2,Genetic Engineering,
Briefly explain the milestones in genetic engineering.,20,,2024,8149,A,2,Genetic Engineering,
Give working principle and significance of northern blotting.,5,,2024,8150,B,5,Genetic Engineering,
Give a detailed account of screening strategies for isolation of genes.,5,,2024,8151,B,5,Genetic Engineering,
What is the principle and application of PCR techniques?,5,,2024,8152,B,5,Genetic Engineering,
How is a genomic library constructed?,5,,2024,8153,B,5,Genetic Engineering,
Write a review of different types of enzymes used in genetic engineering.,5,,2024,8154,B,5,Genetic Engineering,
Explain the process of molecular cloning.,5,,2024,8155,C,10,Genetic Engineering,
How is a cDNA library constructed?,5,,2024,8156,C,10,Genetic Engineering,
Explain nucleic acid microarrays.,5,,2024,8157,C,10,Genetic Engineering,
